,primary key,target values,probability
9168,9009169,0,3.004490140260157e-06
9169,9009170,0,1.35383169883373e-05
9170,9009171,0,0.0003573643944010068
9171,9009172,0,1.4887945912576994e-06
9172,9009173,0,1.6309079762613245e-05
9173,9009174,0,1.138317425016714e-05
9174,9009175,0,6.938485097451112e-06
9175,9009176,0,3.689915254025872e-05
9176,9009177,0,0.0001865281652324024
9177,9009178,0,5.222363547120075e-06
9178,9009179,0,4.432817167321125e-06
9179,9009180,0,8.419313392162009e-06
9180,9009181,0,2.305562404084691e-06
9181,9009182,0,5.5860814443985635e-06
9182,9009183,0,2.930003455890362e-06
9183,9009184,0,0.000135856154353167
9184,9009185,0,0.0002727582928060046
9185,9009186,0,3.2019651026524e-06
9186,9009187,0,9.525781592862042e-06
9187,9009188,0,5.345000859213065e-05
9188,9009189,0,0.0001342435969162265
9189,9009190,0,6.950943149669957e-06
9190,9009191,0,0.0004138095805347582
9191,9009192,0,3.4221420108859846e-05
9192,9009193,0,4.467844869213221e-06
9193,9009194,0,0.0001145466844499755
9194,9009195,0,5.96349209307904e-06
9195,9009196,0,0.00015185104885026064
9196,9009197,0,0.00019253229958857604
9197,9009198,0,6.558985707055676e-05
9198,9009199,0,2.742237138107948e-05
9199,9009200,0,0.0008828131258654271
9200,9009201,0,0.00026623653960125354
9201,9009202,0,4.541652392955552e-06
9202,9009203,0,4.060616056518131e-06
9203,9009204,0,0.00023443590691191052
9204,9009205,0,0.0001475354320573964
9205,9009206,0,3.1728537674073376e-06
9206,9009207,0,5.605550384786998e-06
9207,9009208,0,9.233924892221969e-06
9208,9009209,0,8.221031424898835e-05
9209,9009210,0,6.682367806693164e-05
9210,9009211,0,0.0005846421293457769
9211,9009212,0,0.0001416244859575812
9212,9009213,0,0.00012443306922078066
9213,9009214,0,4.215424522520565e-06
9214,9009215,0,8.446550473432465e-06
9215,9009216,0,0.00012171184667526336
9216,9009217,0,0.0003077370235540697
9217,9009218,0,6.001591691018585e-06
9218,9009219,0,3.717250224792214e-06
9219,9009220,0,0.04778355456619569
9220,9009221,0,4.204525962297924e-05
9221,9009222,0,1.571146870962788e-05
9222,9009223,0,1.4939994279476948e-05
9223,9009224,0,1.1064742792743388e-05
9224,9009225,0,0.0006704460767706981
9225,9009226,0,0.0008725946216935001
9226,9009227,0,1.5103110067468057e-06
9227,9009228,0,2.452382540034347e-06
9228,9009229,0,0.0016412931567607568
9229,9009230,0,0.0002657114596315676
9230,9009231,0,2.1468650087306395e-06
9231,9009232,0,3.236933934329591e-06
9232,9009233,0,1.4641209803353778e-05
9233,9009234,0,2.930003455890362e-06
9234,9009235,0,2.2019756881815164e-06
9235,9009236,0,0.000335379819018501
9236,9009237,0,1.2263206361329545e-05
9237,9009238,0,0.00211845381451463
9238,9009239,0,2.4409078688988866e-06
9239,9009240,0,2.8211256790617048e-05
9240,9009241,0,7.490083250762083e-06
9241,9009242,0,1.5655021380746029e-06
9242,9009243,0,3.790883098695401e-05
9243,9009244,0,2.953962133077854e-06
9244,9009245,0,1.4973827474760191e-05
9245,9009246,0,0.026358196283297462
9246,9009247,0,3.29219475392386e-06
9247,9009248,0,3.3345066175585655e-05
9248,9009249,0,2.414247647656952e-05
9249,9009250,1,0.9656336819247506
9250,9009251,0,6.884053463723811e-05
9251,9009252,0,1.3851690158678444e-05
9252,9009253,0,0.00021957767227116396
9253,9009254,0,1.9284008083811115e-06
9254,9009255,0,2.5488003052647653e-06
9255,9009256,0,1.993319424417685e-05
9256,9009257,0,7.941003797246269e-06
9257,9009258,0,1.7723475617111633e-05
9258,9009259,0,0.0009605860886926495
9259,9009260,0,3.331887407194206e-05
9260,9009261,0,3.4367914391056516e-05
9261,9009262,0,5.7770704804671484e-05
9262,9009263,0,2.1818414561345515e-05
9263,9009264,1,0.9283507635478984
9264,9009265,0,9.878943307516123e-06
9265,9009266,0,1.4823701974529159e-05
9266,9009267,0,4.7561591040353785e-05
9267,9009268,0,1.530570968232318e-05
9268,9009269,0,5.7280698189439925e-05
9269,9009270,0,5.485285520689805e-05
9270,9009271,0,0.00013132265762197935
9271,9009272,0,1.011144363426351e-05
9272,9009273,0,1.5567482081639008e-05
9273,9009274,0,1.320936700988055e-05
9274,9009275,0,6.37487203057808e-05
9275,9009276,0,6.551585801836428e-05
9276,9009277,0,0.0002866753974581392
9277,9009278,0,3.0895695146097216e-06
9278,9009279,0,1.4499102759659684e-06
9279,9009280,0,7.14383410054658e-06
9280,9009281,0,3.2633084199884903e-06
9281,9009282,0,6.655391795911627e-05
9282,9009283,0,0.0005460084432552072
9283,9009284,0,5.5441999153064565e-05
9284,9009285,0,1.505655695224552e-05
9285,9009286,0,2.2774542920470044e-06
9286,9009287,0,2.9897102140670686e-05
9287,9009288,0,3.5104873523627693e-06
9288,9009289,0,0.00013764503844338898
9289,9009290,0,3.198465133386029e-05
9290,9009291,0,4.015011986679051e-06
9291,9009292,0,5.281989329117059e-05
9292,9009293,0,7.3001381141481035e-06
9293,9009294,0,2.1170662560652537e-06
9294,9009295,0,2.9142734244926137e-05
9295,9009296,0,7.569303544922778e-05
9296,9009297,0,1.7005021777039812e-06
9297,9009298,0,2.470222472240916e-06
9298,9009299,0,2.899095560597715e-06
9299,9009300,0,4.383509989249642e-06
9300,9009301,0,0.0009985559833129213
9301,9009302,0,0.00010373109732367456
9302,9009303,0,4.31314889226505e-06
9303,9009304,0,2.168469943139463e-05
9304,9009305,0,2.9290615844816636e-06
9305,9009306,0,0.00020773004608385282
9306,9009307,0,2.108585188773788e-05
9307,9009308,0,2.956834386571901e-05
9308,9009309,0,4.912666512649525e-05
9309,9009310,0,0.0003766948583041007
9310,9009311,0,0.0004101719384745026
9311,9009312,0,6.280474665391398e-05
9312,9009313,0,1.1625513911330063e-06
9313,9009314,0,1.1293993579646975e-05
9314,9009315,0,0.0008267119042875057
9315,9009316,0,0.0003669337171623987
9316,9009317,0,1.9950145306824057e-06
9317,9009318,0,0.0001457132144058229
9318,9009319,0,0.0009105753731092345
9319,9009320,0,3.2461479524497068e-06
9320,9009321,0,7.158260170661751e-07
9321,9009322,0,0.00018066534264094455
9322,9009323,0,6.008769314580819e-06
9323,9009324,0,2.9577949207742348e-06
9324,9009325,0,7.331982451071496e-06
9325,9009326,0,0.0003409225238189475
9326,9009327,0,8.10511516867587e-06
9327,9009328,0,1.4259612393488925e-06
9328,9009329,0,1.9886974417446337e-05
9329,9009330,0,4.795358412796584e-05
9330,9009331,0,0.00013691430646313324
9331,9009332,0,1.6366806911597075e-05
9332,9009333,0,1.5435811229606616e-05
9333,9009334,0,1.0186851560483663e-05
9334,9009335,0,3.652248720050488e-05
9335,9009336,0,8.066620834848181e-06
9336,9009337,0,4.248274198634209e-06
9337,9009338,0,8.9824004528065e-05
9338,9009339,0,8.793206092328984e-06
9339,9009340,0,8.52728215815664e-06
9340,9009341,0,0.0006660845887059318
9341,9009342,0,1.353670384463804e-05
9342,9009343,0,1.4604772380409374e-05
9343,9009344,0,0.0004971679445743297
9344,9009345,0,5.227045661111461e-06
9345,9009346,0,0.00011789946938081585
9346,9009347,0,2.2895754585503933e-06
9347,9009348,0,4.051940952910683e-05
9348,9009349,0,1.6120539263077807e-05
9349,9009350,0,4.887685489290116e-06
9350,9009351,0,3.004491566353899e-06
9351,9009352,0,0.010168387953224566
9352,9009353,0,1.6617199000347695e-05
9353,9009354,0,0.0005183835281550168
9354,9009355,0,0.00011384790249568204
9355,9009356,0,7.118647490346804e-05
9356,9009357,0,5.107678451734195e-05
9357,9009358,0,0.0002531255854756059
9358,9009359,0,0.00022569920883551718
9359,9009360,0,3.1777975517738565e-06
9360,9009361,0,7.676056170804794e-06
9361,9009362,0,8.085797696826716e-06
9362,9009363,0,0.020803114558253462
9363,9009364,0,2.2679188008672427e-05
9364,9009365,0,2.5223385036921172e-05
9365,9009366,0,1.2690733877859982e-05
9366,9009367,0,9.428478160287092e-05
9367,9009368,0,4.1433331914537695e-06
9368,9009369,0,2.2045163621453846e-05
9369,9009370,0,0.00027594198298879185
9370,9009371,0,4.013410657734673e-06
9371,9009372,0,3.385934033493552e-05
9372,9009373,0,7.331982451071496e-06
9373,9009374,0,9.580560118384911e-06
9374,9009375,0,2.4096952949617628e-06
9375,9009376,0,0.00043928437577200424
9376,9009377,0,7.860732004927486e-05
9377,9009378,0,4.214043444954253e-05
9378,9009379,0,1.8055087490465097e-06
9379,9009380,0,8.706731190828224e-05
9380,9009381,0,3.4904375453721035e-06
9381,9009382,0,7.03147240882298e-06
9382,9009383,0,0.0003756519296691104
9383,9009384,0,2.125516395470343e-05
9384,9009385,0,2.3763967366719094e-05
9385,9009386,0,0.001185130110279519
9386,9009387,0,1.6922122224148926e-06
9387,9009388,0,1.755251681244026e-05
9388,9009389,0,3.453895061983283e-06
9389,9009390,0,2.0839269891619505e-05
9390,9009391,0,1.2586817860096582e-05
9391,9009392,0,1.0309834297174629e-05
9392,9009393,0,2.6582951854827408e-05
9393,9009394,0,2.563630405202927e-05
9394,9009395,0,4.639461903269117e-06
9395,9009396,0,5.5706512271837144e-05
9396,9009397,0,3.1697344155062025e-05
9397,9009398,0,5.7076960285139025e-06
9398,9009399,0,5.7425008756566474e-06
9399,9009400,0,0.0005534820069046211
9400,9009401,0,1.4113289360374728e-06
9401,9009402,0,2.61703247940985e-06
9402,9009403,0,2.78601067335395e-05
9403,9009404,0,1.4644932178651453e-05
9404,9009405,0,1.4647469835708612e-05
9405,9009406,0,7.95078811982316e-07
9406,9009407,0,7.3157018115596914e-06
9407,9009408,0,0.00013010561517987353
9408,9009409,0,3.571897758965472e-06
9409,9009410,0,3.004490140260157e-06
9410,9009411,0,2.7674646582387532e-05
9411,9009412,0,1.934945509456096e-06
9412,9009413,0,7.081477423418074e-05
9413,9009414,0,4.7117014090761804e-05
9414,9009415,0,3.004491566353899e-06
9415,9009416,0,2.1625012714266374e-05
9416,9009417,0,9.997051019107448e-05
9417,9009418,0,1.677818349448257e-05
9418,9009419,0,0.00026292803145916096
9419,9009420,0,0.00011440435512946933
9420,9009421,0,0.00014868229489879418
9421,9009422,0,3.0577957470224986e-06
9422,9009423,0,5.8719274251488e-06
9423,9009424,0,3.787033272036672e-06
9424,9009425,0,6.176706367751265e-05
9425,9009426,0,4.2831316217969445e-06
9426,9009427,0,1.9685326467112914e-05
9427,9009428,0,3.5142773978361006e-05
9428,9009429,0,1.9225988063141808e-06
9429,9009430,0,1.6701448499758434e-06
9430,9009431,0,5.890988883226578e-05
9431,9009432,0,2.234349713840453e-06
9432,9009433,0,1.6038327996116318e-06
9433,9009434,0,0.00010230000941016081
9434,9009435,0,1.1374882433085695e-05
9435,9009436,0,1.8727669570457973e-05
9436,9009437,0,1.7067690179954493e-05
9437,9009438,0,0.0001119811821879111
9438,9009439,0,0.000196531083129205
9439,9009440,0,6.783487462552423e-05
9440,9009441,0,0.00026980472842677886
9441,9009442,0,3.573491201718662e-05
9442,9009443,0,0.0002418343905016791
9443,9009444,0,0.00023096900721683613
9444,9009445,0,4.7211841622037496e-05
9445,9009446,0,1.6339596853560306e-05
9446,9009447,0,4.952140092737414e-05
9447,9009448,0,1.8156776709846404e-06
9448,9009449,0,2.2507500785910434e-05
9449,9009450,0,7.590879700885306e-05
9450,9009451,0,0.00010745807318192115
9451,9009452,0,0.0006096853716010441
9452,9009453,0,7.732031181820594e-05
9453,9009454,0,3.3569862632329705e-06
9454,9009455,0,1.1749086316201628e-05
9455,9009456,0,4.968933748037753e-06
9456,9009457,0,0.00039153030117333113
9457,9009458,0,0.002992672298313891
9458,9009459,0,2.6682569245523155e-05
9459,9009460,0,8.025329544754083e-06
9460,9009461,0,0.00018377239856444226
9461,9009462,0,0.0008272577604189049
9462,9009463,0,0.00014670437393773527
9463,9009464,0,0.15326524459595314
9464,9009465,0,4.360075783060034e-05
9465,9009466,0,3.3402698713069894e-06
9466,9009467,0,5.192509693430268e-05
9467,9009468,0,2.0815920766060535e-06
9468,9009469,0,5.381288343846623e-06
9469,9009470,0,1.1904114227062952e-05
9470,9009471,0,0.00040745950926695596
9471,9009472,0,9.883378410050976e-06
9472,9009473,0,1.6890070459409686e-06
9473,9009474,0,2.9290615844816636e-06
9474,9009475,0,5.824003022094914e-05
9475,9009476,0,0.00016698977741310422
9476,9009477,0,3.004491566353899e-06
9477,9009478,0,1.4905321074451786e-05
9478,9009479,0,1.7115129817531363e-05
9479,9009480,0,8.713881478833743e-06
9480,9009481,0,6.206552002420664e-06
9481,9009482,0,7.109368624384413e-06
9482,9009483,0,0.0004094841720208139
9483,9009484,0,0.00011335887411680823
9484,9009485,0,1.9199020963431703e-06
9485,9009486,0,0.00019163556248329397
9486,9009487,0,3.0335244555850873e-06
9487,9009488,0,2.8793828804854313e-05
9488,9009489,0,4.194243874713666e-06
9489,9009490,0,2.5371388277089688e-05
9490,9009491,0,4.9473483248033826e-05
9491,9009492,0,8.998197043739477e-05
9492,9009493,0,2.141862479432893e-05
9493,9009494,0,0.0004081468100189233
9494,9009495,0,0.00019101140395905427
9495,9009496,0,3.9777468722697044e-05
9496,9009497,0,1.9240014303789316e-05
9497,9009498,0,1.5570867032865502e-05
9498,9009499,0,6.001282067778582e-05
9499,9009500,0,0.0006396012718331704
9500,9009501,0,3.214461796049658e-06
9501,9009502,0,0.0005696269784106242
9502,9009503,0,1.8242068748771767e-05
9503,9009504,0,7.422602219354101e-05
9504,9009505,0,4.513322319213637e-06
9505,9009506,0,1.4134491599561887e-05
9506,9009507,0,0.0007040355704980089
9507,9009508,0,1.6854179600979781e-06
9508,9009509,0,0.00039927102504549235
9509,9009510,0,9.073732925213565e-06
9510,9009511,0,2.144763353748193e-06
9511,9009512,0,1.36224928328825e-05
9512,9009513,0,3.7044550915858105e-05
9513,9009514,0,5.924344759743947e-06
9514,9009515,0,9.453164614756101e-05
9515,9009516,0,4.083546988870876e-06
9516,9009517,0,1.894502502804927e-06
9517,9009518,0,2.2928517092235175e-05
9518,9009519,0,1.3889186278447977e-05
9519,9009520,0,6.108720123586125e-06
9520,9009521,0,7.336189411528372e-05
9521,9009522,0,0.0002319579115829346
9522,9009523,0,7.604558519241889e-06
9523,9009524,0,2.6421793144984274e-05
9524,9009525,0,3.911918153551945e-06
9525,9009526,0,1.824840797495582e-05
9526,9009527,0,2.2405854336505217e-05
9527,9009528,0,0.001521532072157888
9528,9009529,0,2.2800462971026078e-05
9529,9009530,0,5.796165678231131e-05
9530,9009531,0,3.470290397238367e-06
9531,9009532,0,0.00020250624271654017
9532,9009533,0,0.0001764137815018551
9533,9009534,0,0.00012823957860118524
9534,9009535,0,0.00011845272280915184
9535,9009536,0,1.94944709248843e-06
9536,9009537,0,3.2211444519818795e-05
9537,9009538,0,2.9886119613652437e-06
9538,9009539,0,3.696198481655705e-05
9539,9009540,0,1.288245487310406e-05
9540,9009541,0,1.9535478095468793e-06
9541,9009542,0,0.026852853653254488
9542,9009543,0,8.265655679412527e-05
9543,9009544,0,2.345974564854678e-05
9544,9009545,0,8.311594937376606e-06
9545,9009546,0,6.765349525638999e-05
9546,9009547,0,2.087986842127744e-06
9547,9009548,0,2.048256018945247e-06
9548,9009549,0,5.269443138499215e-06
9549,9009550,0,6.999597420801234e-05
9550,9009551,0,0.001040466091439246
9551,9009552,0,1.0387094265226844e-05
9552,9009553,0,6.861697103656236e-06
9553,9009554,0,5.48099834282919e-05
9554,9009555,0,6.41548772739408e-05
9555,9009556,0,6.245234359484723e-06
9556,9009557,0,3.427625920604035e-05
9557,9009558,0,1.1206314812365715e-05
9558,9009559,0,0.004477916320070189
9559,9009560,0,3.905414990017836e-06
9560,9009561,0,2.5631712149576054e-05
9561,9009562,0,0.0004306579387965786
9562,9009563,0,2.3394862568398533e-05
9563,9009564,0,0.00030068701666755146
9564,9009565,0,9.053448839417659e-06
9565,9009566,0,0.00020843828761276336
9566,9009567,0,1.9057624096593927e-05
9567,9009568,0,8.253340920326623e-05
9568,9009569,0,1.4667371052789917e-05
9569,9009570,0,3.9581654634746165e-06
9570,9009571,0,4.024002687164288e-06
9571,9009572,0,6.46950476636665e-06
9572,9009573,0,1.6787669640581847e-05
9573,9009574,0,3.7185896574087615e-06
9574,9009575,0,2.1876519286026385e-06
9575,9009576,0,1.6778863190521923e-05
9576,9009577,0,5.937157296774441e-06
9577,9009578,0,0.0019440664257799566
9578,9009579,0,1.303000332969016e-05
9579,9009580,0,7.630844412627378e-05
9580,9009581,0,9.855701091726342e-05
9581,9009582,0,0.0003195228939735547
9582,9009583,0,1.5865854194928702e-06
9583,9009584,0,3.819134736146657e-06
9584,9009585,0,3.735195741163111e-05
9585,9009586,0,4.1433331914537695e-06
9586,9009587,0,1.135792454534709e-05
9587,9009588,0,0.0003610203537947184
9588,9009589,0,0.00014879887585511018
9589,9009590,0,7.796133960243947e-06
9590,9009591,0,4.232064809805146e-05
9591,9009592,0,6.102179442125928e-05
9592,9009593,0,3.3356249812587036e-05
9593,9009594,0,0.00025948264927026186
9594,9009595,0,0.0008388409314977285
9595,9009596,0,0.00032570292625984436
9596,9009597,0,0.00017110530285334476
9597,9009598,0,3.533083046586057e-05
9598,9009599,0,7.331982451071496e-06
9599,9009600,0,2.4989561611893684e-06
9600,9009601,0,5.935363560454649e-05
9601,9009602,0,0.002018983994925808
9602,9009603,0,4.93759787715341e-05
9603,9009604,0,4.416547393047167e-05
9604,9009605,0,4.638965264829037e-06
9605,9009606,0,1.970849955245469e-05
9606,9009607,0,1.0570632733889638e-05
9607,9009608,0,2.700577303004115e-05
9608,9009609,0,3.167430732055979e-06
9609,9009610,0,8.475105813692243e-05
9610,9009611,0,9.104597393507165e-05
9611,9009612,0,2.08710591445923e-06
9612,9009613,0,1.0280154827892287e-05
9613,9009614,0,6.347329302423862e-05
9614,9009615,0,1.531975714411871e-05
9615,9009616,0,4.2811601977420217e-05
9616,9009617,0,5.3704142267668155e-06
9617,9009618,0,1.4766626693274673e-05
9618,9009619,0,0.00018479352762903485
9619,9009620,0,1.8996782187018825e-05
9620,9009621,0,5.533838999407457e-06
9621,9009622,0,8.13585127136853e-06
9622,9009623,0,7.152675284632081e-06
9623,9009624,0,4.615811835417541e-06
9624,9009625,0,2.9080645001795944e-06
9625,9009626,0,3.584205737034874e-05
9626,9009627,0,1.6705093111510642e-06
9627,9009628,0,0.00012603548653944467
9628,9009629,0,3.0763277354670545e-05
9629,9009630,0,0.00016628428822185458
9630,9009631,0,0.0025045967791475655
9631,9009632,0,5.294160035165884e-05
9632,9009633,0,0.00026262270182348524
9633,9009634,0,2.769680936902035e-05
9634,9009635,0,0.00043243641740522125
9635,9009636,0,0.0032142721840962875
9636,9009637,0,4.348785584521762e-06
9637,9009638,0,4.770082471967765e-06
9638,9009639,0,0.00010335177923153307
9639,9009640,0,7.0358289195646195e-06
9640,9009641,0,2.190324180174789e-06
9641,9009642,0,1.3939302906097393e-05
9642,9009643,0,2.537619420089038e-05
9643,9009644,0,7.809958785215898e-06
9644,9009645,0,2.2344906558886372e-05
9645,9009646,0,1.3486311001663896e-05
9646,9009647,0,2.7688036657630995e-05
9647,9009648,0,0.0003501758725005856
9648,9009649,0,2.5686964385433425e-06
9649,9009650,0,3.744783773912184e-06
9650,9009651,0,9.348571330408728e-05
9651,9009652,0,0.00033959555591665764
9652,9009653,0,0.00010801553866378476
9653,9009654,0,7.01144133868864e-05
9654,9009655,0,5.846192245165264e-05
9655,9009656,0,1.8156776709846404e-06
9656,9009657,0,4.906039790511679e-05
9657,9009658,0,0.0005041887630772887
9658,9009659,0,0.0052525132771384635
9659,9009660,0,8.070461193746493e-05
9660,9009661,0,1.5709234612637647e-06
9661,9009662,0,2.179080336489954e-05
9662,9009663,0,5.459142726819404e-05
9663,9009664,0,3.102390118701701e-06
9664,9009665,0,2.3481541392616997e-05
9665,9009666,0,1.5774675997243674e-05
9666,9009667,0,3.594762160032593e-06
9667,9009668,0,0.0013902516574991715
9668,9009669,0,8.181124636256961e-06
9669,9009670,0,0.00010896045192212926
9670,9009671,0,3.004491566353899e-06
9671,9009672,0,1.9242392834171193e-06
9672,9009673,0,6.1928694662642925e-06
9673,9009674,0,3.4473519143214074e-05
9674,9009675,0,0.00023855231343487964
9675,9009676,0,3.0225136470429034e-06
9676,9009677,0,1.077152624931811e-05
9677,9009678,0,3.135094354886273e-05
9678,9009679,0,2.0600457639898116e-06
9679,9009680,0,0.001628616469937646
9680,9009681,0,0.00017521730680985912
9681,9009682,0,0.0003535109444409414
9682,9009683,0,1.0025875517370069e-05
9683,9009684,0,4.275426663463373e-05
9684,9009685,0,2.8986182247027656e-06
9685,9009686,0,3.605897154667184e-05
9686,9009687,0,4.058245190863101e-05
9687,9009688,0,0.00010822809267291629
9688,9009689,0,2.5946309732223395e-05
9689,9009690,0,2.1813043001767204e-06
9690,9009691,0,1.9021311771519215e-05
9691,9009692,0,0.00013537917287402614
9692,9009693,0,1.1755444180092642e-05
9693,9009694,0,2.197537023636194e-06
9694,9009695,0,3.341154500593498e-05
9695,9009696,0,1.7669175201415756e-06
9696,9009697,0,7.3455397406591e-07
9697,9009698,0,0.0003525933831524862
9698,9009699,0,9.386941067501166e-05
9699,9009700,0,1.1461002571096254e-05
9700,9009701,0,0.00014641374979432257
9701,9009702,0,6.163861294008344e-05
9702,9009703,0,3.143781987932034e-05
9703,9009704,0,1.9763473411181103e-05
9704,9009705,0,0.00021747567191520044
9705,9009706,1,0.6807811059420021
9706,9009707,0,3.854839175168559e-06
9707,9009708,0,4.389261444508566e-05
9708,9009709,0,9.058624836389328e-05
9709,9009710,0,3.1453141398995985e-05
9710,9009711,0,0.000307856631966312
9711,9009712,0,1.5109019649184508e-05
9712,9009713,0,1.2955152524143476e-05
9713,9009714,0,0.000370838407711896
9714,9009715,0,8.548126899725647e-05
9715,9009716,0,1.3248039853658841e-05
9716,9009717,0,4.410271365430138e-05
9717,9009718,0,9.658064864071758e-05
9718,9009719,0,6.592526459860991e-05
9719,9009720,0,2.8021593717295137e-05
9720,9009721,0,0.00019961979643939396
9721,9009722,0,3.808630032720914e-05
9722,9009723,0,2.4107395257794754e-05
9723,9009724,0,2.761726777784266e-05
9724,9009725,0,9.168750905617653e-06
9725,9009726,0,7.382248632997537e-05
9726,9009727,0,1.7798660756716802e-05
9727,9009728,0,0.0005786505632995834
9728,9009729,0,5.085260758039247e-06
9729,9009730,0,4.126927846298714e-05
9730,9009731,0,2.826208025693473e-06
9731,9009732,0,9.413436476531564e-05
9732,9009733,0,5.326694625226349e-05
9733,9009734,0,0.00014495411611114553
9734,9009735,0,3.5261707893410155e-06
9735,9009736,0,4.9854669280006654e-05
9736,9009737,0,1.8190597420071184e-05
9737,9009738,0,3.964178867640052e-06
9738,9009739,0,3.2461479524497068e-06
9739,9009740,0,0.00040759637578392
9740,9009741,0,4.634353609230613e-06
9741,9009742,0,3.4730695020878004e-06
9742,9009743,0,0.0001966051542775389
9743,9009744,0,4.807716274550143e-05
9744,9009745,0,6.369738541980654e-06
9745,9009746,0,0.00040797018935358664
9746,9009747,0,7.299918744025769e-06
9747,9009748,0,0.0003025675646875968
9748,9009749,0,0.0012687290905063053
9749,9009750,0,1.486448439897143e-05
9750,9009751,0,3.3468646169539715e-05
9751,9009752,0,0.0001150500014282463
9752,9009753,0,1.6309673784668246e-06
9753,9009754,0,4.244790231732578e-05
9754,9009755,0,1.460355928935054e-05
9755,9009756,0,3.1766212146780686e-05
9756,9009757,0,2.367959241302648e-06
9757,9009758,0,6.862061303313711e-06
9758,9009759,0,4.1618896615204534e-05
9759,9009760,0,4.713893386401812e-05
9760,9009761,0,1.3290759116083354e-05
9761,9009762,0,0.00010110139910269578
9762,9009763,0,0.00045420884816133706
9763,9009764,0,0.0002459138270909547
9764,9009765,0,1.5022106700649995e-05
9765,9009766,0,6.422395072515928e-06
9766,9009767,0,6.13842627070768e-06
9767,9009768,0,1.4541025997708256e-06
9768,9009769,0,2.555848025701863e-05
9769,9009770,0,0.00038149800147525327
9770,9009771,0,0.00011175461607663903
9771,9009772,0,2.9507988937370604e-06
9772,9009773,0,0.00014289560895900627
9773,9009774,0,9.867635212528389e-06
9774,9009775,0,1.1114095737264903e-05
9775,9009776,0,4.80720857501822e-06
9776,9009777,0,1.8357518131203324e-05
9777,9009778,0,7.069534330089543e-05
9778,9009779,0,0.00018993055742297482
9779,9009780,0,4.355301925617296e-05
9780,9009781,0,6.532717640478647e-06
9781,9009782,0,2.2547444731673746e-06
9782,9009783,0,0.0001382609482841526
9783,9009784,0,3.0110185522767e-06
9784,9009785,0,9.201222750282775e-06
9785,9009786,0,6.55535674606337e-05
9786,9009787,0,0.00011650968741987538
9787,9009788,0,3.424632319409792e-05
9788,9009789,0,1.0895799808763325e-05
9789,9009790,0,5.8571287325844715e-05
9790,9009791,0,1.5291674731501092e-05
9791,9009792,0,3.858466217839767e-06
9792,9009793,0,1.038775510191882e-05
9793,9009794,0,2.1783756233711656e-06
9794,9009795,0,2.3789404342077567e-05
9795,9009796,0,0.00013585129526893578
9796,9009797,0,3.4097656119364266e-05
9797,9009798,0,1.0864433006059937e-05
9798,9009799,0,0.0011254434484763757
9799,9009800,0,0.0007905293895423328
9800,9009801,0,4.639671848592779e-06
9801,9009802,0,9.889982523854017e-06
9802,9009803,0,3.047330951064752e-06
9803,9009804,0,2.1103252314602668e-06
9804,9009805,0,0.0025844920640218276
9805,9009806,0,3.1091786310193927e-06
9806,9009807,0,0.011145164788785905
9807,9009808,0,2.0178384462945775e-05
9808,9009809,0,5.5174756344604145e-05
9809,9009810,0,0.002227025348856781
9810,9009811,0,7.199661453328816e-05
9811,9009812,0,2.7554237421014587e-06
9812,9009813,0,0.00034953941487240927
9813,9009814,0,2.9063076221714808e-05
9814,9009815,0,3.8370341232624295e-06
9815,9009816,0,2.2496359252896606e-05
9816,9009817,0,0.0006827791199928821
9817,9009818,0,2.5403547603078934e-05
9818,9009819,0,0.0013865117444764818
9819,9009820,0,0.00012625633632927378
9820,9009821,0,8.936750630461438e-06
9821,9009822,0,7.331982451071496e-06
9822,9009823,0,9.050317841573612e-06
9823,9009824,0,2.0694610337245548e-06
9824,9009825,0,0.00010783433528601547
9825,9009826,0,2.3236770942904472e-05
9826,9009827,0,7.517940340820354e-06
9827,9009828,0,0.00017513988075487595
9828,9009829,0,1.8410708295640745e-05
9829,9009830,0,1.1193843937869232e-05
9830,9009831,0,3.574057803051505e-06
9831,9009832,0,0.00019100636302363757
9832,9009833,0,8.421462703869968e-06
9833,9009834,0,4.937596559601346e-06
9834,9009835,0,0.0001921967836697841
9835,9009836,0,3.7557097192755336e-05
9836,9009837,0,1.790294950707591e-05
9837,9009838,0,0.0069927391141537554
9838,9009839,0,7.112103359201761e-06
9839,9009840,0,4.195661192428121e-06
9840,9009841,0,7.331982451071496e-06
9841,9009842,0,2.4977127724549112e-05
9842,9009843,0,0.000635025479734418
9843,9009844,0,7.290678145343446e-06
9844,9009845,0,4.403482648203356e-06
9845,9009846,0,1.135387386559987e-05
9846,9009847,0,0.00022921428242829743
9847,9009848,0,0.00012588300635327964
9848,9009849,0,0.0007074982356633352
9849,9009850,0,3.0647540907915938e-06
9850,9009851,0,0.00035063044482918737
9851,9009852,0,4.096334359039871e-06
9852,9009853,0,3.7882057531711748e-06
9853,9009854,0,4.5651335532986975e-05
9854,9009855,0,2.0350007112271553e-05
9855,9009856,0,1.7458688575475235e-05
9856,9009857,0,0.00014587574839232368
9857,9009858,0,4.109046312687411e-06
9858,9009859,0,0.00013620050310223804
9859,9009860,0,0.0002518799064547583
9860,9009861,0,1.267961820625772e-05
9861,9009862,0,9.942729401086143e-05
9862,9009863,0,0.0002693617095070255
9863,9009864,0,9.889026846424768e-05
9864,9009865,0,3.8297518665889896e-05
9865,9009866,0,5.0647252048938065e-06
